IDNo,Site,SiteDescr,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1107,Chambers Reservoir,CBRR_092821,CBRR,28-Sep-21,NORM,5,,0.72,5.22,0.17,7.08,391.67,43.46,1.57,0.04,0.83,0.93,4.43,0.07,0.61,0.01,0,3.58
FCW 1108,Chambers Outflow,CHD_092821,CHD,28-Sep-21,NORM,3.1,,1.15,4.22,0.19,7.02,402.75,42.77,1.6,0.03,0.85,0.95,4.46,0.07,0.61,0.02,0,3.61
FCW 1101,Joe Wright Inlet,JOEI_092821,JOEI,28-Sep-21,NORM,2,,0.5,3.89,0.14,7.49,713.06,68.41,3.64,0.03,0.62,1.49,6.14,0.1,1.97,0.1,0,2.76
FCW 1102,Joe Wright Reservoir,JOER_092821,JOER,28-Sep-21,DUPLICATE,2.2,,1.42,3.45,0.16,7,363.18,51.42,1.4,0.02,0.64,1.43,6.99,0.1,0.47,0.01,0,3.84
FCW 1103,Joe Wright Reservoir,JOER_092821,JOER,28-Sep-21,NORM,2.5,,1.45,3.51,0.15,6.98,361.96,50.49,1.43,0.02,0.64,1.41,6.93,0.1,0.51,0.01,0,3.85
FCW 1098,Long Draw Outlet,LNGO_092821,LNGO,28-Sep-21,NORM,10.6,,1.97,3.55,0.19,7,311.06,46.46,1.13,0.05,0.61,0.83,5.7,0.29,0.21,0.19,0,8.39
FCW 1097,Long Draw Reservoir,LNGR_092821,LNGR,28-Sep-21,NORM,5.9,,1.69,4.29,0.3,6.97,293.01,45.88,1.15,0.06,0.61,0.9,5.12,0.29,0.24,0.2,0,8.32
FCW 1099,Peterson Outlet,PTRO_092821,PTRO,28-Sep-21,NORM,11.5,,3.25,4.06,0.31,7.12,335.4,42.07,2.6,0.09,1.3,0.47,3.53,0.05,1.33,0.02,0.03,3.79
FCW 1100,Peterson Reservoir,PTRR_092821,PTRR,28-Sep-21,NORM,9.3,,0.8,5.22,0.49,6.77,181.45,39.35,1.68,0.13,1.33,0.53,3.95,0.05,1.05,0.09,0,7.93
FCW 1193,Poudre Above Joe Wright,PJW_100821,PJW,8-Oct-21,NORM,2.6,2.92,,4.99,0.3,7.16,341.42,43.78,1.38,0.04,0.58,0.91,4.45,0.06,0.4,0.63,0,4.93
FCW 1192,JWC-Joe Wright @ Aspen Glen Campground,JWC_100821,JWC,8-Oct-21,NORM,,,,5.22,0.21,7.28,458.66,47.75,1.85,0.06,0.75,1.03,5.44,0.04,0.64,0.27,0,2
FCW 1195,Poudre Below Rustic,PBR_100821,PBR,8-Oct-21,NORM,,,,6.01,0.28,7.54,547.39,56.18,2.05,0.03,0.82,1.08,5.8,0.04,0.81,0.34,0,4
FCW 1199,Poudre Above North Fork,PNF_100821,PNF,8-Oct-21,NORM,,,,3.51,0.52,7.61,514.88,57.4,2.44,0.03,0.84,1.52,4.55,0.11,1.21,0.22,0,4.56
FCW 1197,Poudre Below S. Fork,PSF_100821,PSF,8-Oct-21,NORM,,,,6.34,0.21,7.58,360.67,43.05,2.31,0.03,0.93,0.89,3.67,0.07,1.41,0.35,0,3.9
FCW 1196,Poudre South Fork,SFM_100821,SFM,8-Oct-21,NORM,,,,6.51,0.29,7.26,454.81,43.97,2.21,0.04,0.61,0.9,3.8,0.04,0.51,0.3,0,1.73
FCW 1171,Barnes Meadow Outflow,BMD_101321,BMD,13-Oct-21,NORM,10.5,22.18,1.97,5.98,0.57,7.2,372.75,62.07,2.54,0.21,1.29,1.07,5.75,0.05,1.8,0,0,10.81
FCW 1172,Barnes Meadow Reservoir,BRNR_101321,BRNR,13-Oct-21,NORM,5,4.3,4.6,7.09,0.34,7.24,476.04,74.96,2.61,0.03,1.27,1.09,8.05,0.07,1.87,0.01,0,10.62
FCW 1173,Barnes Meadow Reservoir,BRNR_101321,BRNR,13-Oct-21,DUPLICATE,7,6.25,4.49,7.11,0.34,7.23,453.94,71.26,2.57,0.03,1.28,1.09,7.95,0.04,1.86,0.03,0,10.61
FCW 1170,Chambers Inlet,CBRI_101321,CBRI,13-Oct-21,NORM,3.9,5.5,1.58,3.96,0.18,7.22,471.8,60.74,2.29,0.03,0.85,1.47,7.59,0.08,1.1,0.06,0,3.37
FCW 1174,Chambers Reservoir,CBRR_101321,CBRR,13-Oct-21,NORM,35.8,269.02,1.61,4.99,0.18,7.23,425.54,43.81,1.65,0.01,0.82,0.93,3.95,0.08,0.68,0.02,0,3.85
FCW 1175,Chambers Outflow,CHD_101321,CHD,13-Oct-21,NORM,6.9,10,2.23,3.87,0.18,7.2,414.3,44.97,1.74,0.04,0.82,0.87,4.23,0.1,0.82,0.02,0,3.87
FCW 1168,Joe Wright Inlet,JOEI_101321,JOEI,13-Oct-21,NORM,1.3,5.58,0.29,3.77,0.15,7.27,549.03,67.64,2.41,0.01,0.65,1.32,6.56,0.12,1.37,0.56,0,7.54
FCW 1169,Joe Wright Reservoir,JOER_101321,JOER,13-Oct-21,NORM,4.5,12.68,2.78,3.23,0.15,7.18,394.35,51.46,1.5,0.01,0.63,1.44,6.59,0.09,0.57,0.01,0,3.87
FCW 1165,Long Draw Outlet,LNGO_101321,LNGO,13-Oct-21,NORM,14,12.96,1.05,3.41,0.2,7.01,329.23,46.64,1.74,0.09,0.77,0.99,5.27,0.22,0.35,0.15,0,6.41
FCW 1164,Long Draw Reservoir,LNGR_101321,LNGR,13-Oct-21,NORM,12,2.83,2.18,4.31,0.27,6.98,290.69,44.06,1.22,0.02,0.61,0.82,4.93,0.26,0.23,0.21,0,7.66
FCW 1166,Peterson Outlet,PTRO_101321,PTRO,13-Oct-21,NORM,9.5,9.33,2.35,3.96,0.3,7.07,285.02,37.69,2.47,0.03,1.31,0.44,3.22,0.04,1.33,0.26,0,3.42
FCW 1167,Peterson Reservoir,PTRR_101321,PTRR,13-Oct-21,NORM,11,5.58,1.53,5.41,0.47,6.89,192.31,39.53,1.73,0.12,1.31,0.51,3.51,0.04,1.08,0.13,0,7.82
FCW 1211,Barnes Meadow Outflow,BMD_102621,BMD,26-Oct-21,NORM,15,2.02,1.01,7.46,0.38,6.99,518.47,66.97,2.57,0.03,1.36,0.84,5.38,0.07,1.79,0.15,0,11.25
FCW 1212,Barnes Meadow Reservoir,BRNR_102621,BRNR,26-Oct-21,NORM,4,4,3.34,7.58,0.34,7.08,523.99,71.34,2.55,0.02,1.35,0.85,6.45,0.05,1.77,0.01,0,11.03
FCW 1210,Chambers Inlet,CBRI_102621,CBRI,26-Oct-21,NORM,3.5,23.06,1.22,4.67,0.2,7.24,541.29,60.19,2.3,0.01,0.93,1.38,6.18,0.08,1.06,0.3,0,3.66
FCW 1213,Chambers Reservoir,CBRR_102621,CBRR,26-Oct-21,NORM,5.5,1.82,2.08,4.33,0.18,7.15,459.11,44.74,1.69,0.01,0.9,0.71,3.65,0.08,0.76,0.09,0,4.08
FCW 1214,Chambers Outflow,CHD_102621,CHD,26-Oct-21,NORM,3.5,1.82,2.41,4.49,0.2,7.19,468.46,46.51,1.74,0.01,0.92,0.73,3.73,0.07,0.75,0.09,0,4.12
FCW 1207,Joe Wright Inlet,JOEI_102621,JOEI,26-Oct-21,NORM,1.5,3.44,0.28,4.14,0.24,7.12,582.73,64.39,2.24,0.01,0.65,1.07,4.95,0.18,0.92,0.68,0,9.47
FCW 1208,Joe Wright Inlet,JOEI_102621,JOEI,26-Oct-21,DUPLICATE,1.5,0.18,0.26,4.02,0.23,7.12,593.54,65.59,2.26,0,0.65,1.09,4.93,0.17,0.92,0.67,0,9.44
FCW 1209,Joe Wright Reservoir,JOER_102621,JOER,26-Oct-21,NORM,4,109.63,2.24,4.01,0.14,6.99,423.31,50.32,1.52,0.01,0.69,1.42,6.27,0.15,0.56,0.05,0,3.93
FCW 1242,Poudre Above Joe Wright,PJW_110521,PJW,5-Nov-21,NORM,,2.89,,2.82,0.47,7.45,273.76,35.64,2.1,0.02,0.64,0.61,2.6,0.05,0.83,1.24,0,3.69
FCW 1241,JWC-Joe Wright @ Aspen Glen Campground,JWC_1105,JWC,5-Nov-21,NORM,,,,3.76,0.2,7.25,467.04,47.29,1.94,0.05,0.9,0.74,3.69,0.07,1.04,0.15,0,4.25
FCW 1246,Poudre Below Rustic,PBR_110521,PBR,5-Nov-21,NORM,,,,4.06,0.25,7.35,396.57,53.84,3.7,0.03,1.04,1.16,4.25,0.05,1.69,0.35,0,4.75
FCW 1249,Poudre Above North Fork,PNF_110521,PNF,5-Nov-21,NORM,,,,4.51,0.18,7.6,563.48,61.47,2.46,0.01,1.09,1.84,4.46,0.16,1.08,0.07,0,5.53
FCW 1245,Poudre Below S. Fork,PSF_110521,PSF,5-Nov-21,NORM,,,,3.9,0.2,7.51,381.79,51.52,3.76,0.02,0.95,1.11,4.14,0.09,1.63,0.23,0,4.59
FCW 1247,Poudre South Fork,SFM_110521,SFM,5-Nov-21,NORM,,,,2.81,0.26,7.59,359.06,39.13,3.22,0.01,0.6,0.71,2.6,0.08,0.69,0.52,0,2.95
FCW 1264,Poudre Above Joe Wright,PJW_112921,PJW,29-Nov-21,NORM,,,,2.68,0.52,7.34,284.01,39.08,2.83,0.04,0.67,0.66,2.91,0.08,0.82,1.63,0,3.7
FCW 1263,JWC-Joe Wright @ Aspen Glen Campground,JWC_112921,JWC,29-Nov-21,NORM,,,,3.84,0.18,6.99,439.46,51.8,2.18,0.03,0.98,0.85,4.34,0.06,1.13,0.03,0,4.4
FCW 1266,Poudre Below Rustic,PBR_112921,PBR,29-Nov-21,NORM,,,,3.91,0.3,7.3,435.73,60.89,3.76,0.05,1.08,1.24,4.5,0.05,1.73,0.49,0,4.84
FCW 1268,Poudre Below S. Fork,PSF_112921,PSF,29-Nov-21,NORM,,,,3.98,0.26,7.21,376.08,54.74,4.01,0.03,1.11,1.26,4.65,0.11,1.88,0.36,0,5.07
FCW 1267,Poudre South Fork,SFM_112921,SFM,29-Nov-21,NORM,,,,2.71,0.29,7.58,360.91,38.94,2.94,0.05,0.61,0.74,2.69,0.08,0.68,0.55,0,2.99
FCW 1280,Poudre Above North Fork,PNF_120321,PNF,3-Dec-21,NORM,,,,2.17,0.15,7.51,390.52,47.56,2.61,0.01,0.93,1.62,4.1,0.07,0.94,0.11,0,1.85
FCW 1282,Poudre Above Joe Wright,PJW_121421,PJW,14-Dec-21,NORM,,0,,2.69,0.56,7.38,335.82,41.67,2.48,0.02,0.64,0.65,2.9,0.07,0.81,1.64,0,3.51
FCW 1281,JWC-Joe Wright @ Aspen Glen Campground,JWC_121421,JWC,14-Dec-21,NORM,,,,3.91,0.25,7.52,482.43,56.7,2.09,0.01,0.91,0.84,4.12,0.06,1.13,0.05,0,4.57
FCW 1284,Poudre Below Rustic,PBR_121421,PBR,14-Dec-21,NORM,,,,4.34,0.36,7.61,639.28,67.39,3.3,0.02,1.15,1.28,4.83,0.09,1.82,0.56,0,5.23
FCW 1287,Poudre Below S. Fork,PSF_121421,PSF,14-Dec-21,NORM,,,,4.2,0.31,7.65,599.27,64.76,3.47,0.02,1.09,1.26,4.71,0.09,1.87,0.54,0,5.39
FCW 1286,Poudre South Fork,SFM_121421,SFM,14-Dec-21,NORM,,,,2.72,0.28,6.73,363.75,38.82,2.87,0.02,0.61,0.74,2.74,0.14,0.71,0.6,0,3.15
FCW 1299,Poudre South Fork,SFM_012822,SFM,28-Jan-22,NORM,,5.1,,2.88,0.32,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21
FCW 1306,JWC-Joe Wright @ Aspen Glen Campground,JWC_020322,JWC,3-Feb-22,NORM,,0.4,,4.54,0.3,7.11,513.6,81.14,2.44,0.06,1.08,4.16,9.86,0.06,1.31,0.29,0,5.81
FCW 1308,Poudre Below Rustic,PBR_020322,PBR,3-Feb-22,NORM,,0.36,,4.53,0.39,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47
FCW 1307,Poudre Above Joe Wright,PJW_020322,PJW,3-Feb-22,NORM,,2,,3.02,0.6,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17
FCW 1311,Poudre Above North Fork,PNF_020322,PNF,3-Feb-22,NORM,,2.71,,5.09,0.34,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25
FCW 1309,Poudre Below S. Fork,PSF_020322,PSF,3-Feb-22,NORM,,18.92,,4.18,0.36,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15
FCW 1318,JWC-Joe Wright @ Aspen Glen Campground,JWC_030122,JWC,1-Mar-22,NORM,,0.6,,4.67,0.3,7.52,553.39,68.45,2.43,0.04,1.14,1.81,7.1,0.04,1.33,0.23,0,6.19
FCW 1328,Poudre at Bellvue Diversion,PBD_030122,PBD,1-Mar-22,NORM,,23.4,,4.82,0.22,7.77,845,82.83,4.77,0.05,0.98,2.28,8.26,0.11,3.68,0.37,0,5.79
FCW 1324,Poudre Below Rustic,PBR_030122,PBR,1-Mar-22,NORM,,6.67,,3.99,0.29,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18
FCW 1319,Poudre Above Joe Wright,PJW_030122,PJW,1-Mar-22,NORM,,2.8,,2.7,0.53,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16
FCW 1327,Poudre Above North Fork,PNF_030122,PNF,1-Mar-22,NORM,,43.8,,4.12,0.17,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35
FCW 1325,Poudre Below S. Fork,PSF_030122,PSF,1-Mar-22,NORM,,3.2,,3.57,0.26,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83
FCW 1329,JWC-Joe Wright @ Aspen Glen Campground,JWC_032822,JWC,28-Mar-22,NORM,,2.37,,4.59,0.24,7.46,542.11,75,2.96,0.04,1.21,1.26,9.24,0.03,2.19,0.28,0,7.78
FCW 1339,Poudre at Bellvue Diversion,PBD_032822,PBD,28-Mar-22,NORM,,31.48,,5.16,0.25,7.68,823.26,106.28,5.06,0.06,1.1,2.9,14.51,0.12,4.1,0.24,0,7.23
FCW 1335,Poudre Below Rustic,PBR_032822,PBR,28-Mar-22,NORM,,0.91,,4.1,0.46,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91
FCW 1330,Poudre Above Joe Wright,PJW_032822,PJW,28-Mar-22,NORM,,3.42,,3.03,0.88,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98
FCW 1338,Poudre Above North Fork,PNF_032822,PNF,28-Mar-22,NORM,,31.18,,4.11,0.34,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01
FCW 1336,Poudre Below S. Fork,PSF_032822,PSF,28-Mar-22,NORM,,19.18,,4.06,0.57,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82
FCW 1340,Beaver,BEAV_033122,BEAV,31-Mar-22,NORM,,14.69,,2.8,0.78,6.84,330.16,50.96,3.44,0.06,0.77,1.02,4.41,0.03,1.13,3.03,0,3.9
FCW 1343,Poudre South Fork,SFM_033122,SFM ,31-Mar-22,NORM,,34.34,,3.32,1.01,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63
FCW 1348,Beaver,BEAV_041922,BEAV,19-Apr-22,NORM,,5.61,,4.65,0.72,7.04,349.47,51.64,6.41,0.02,0.78,0.73,3.37,0.03,0.99,2.28,0,4.15
FCW 1351,Poudre South Fork,SFM_041922,SFM,19-Apr-22,NORM,,22.47,,3.56,0.76,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34
FCW 1361,JWC-Joe Wright @ Aspen Glen Campground,JWC_042722,JWC,27-Apr-22,NORM,,0.54,,5.21,0.57,7.73,578.79,77.35,1.59,0.02,1.33,1.99,10.01,0.04,2,1.55,0,6.37
FCW 1371,Poudre at Bellvue Diversion,PBD_042722,PBD,27-Apr-22,NORM,,42.91,,5.09,1.12,7.75,605.86,106,6.67,0.03,1.32,2.26,9.53,0.08,2.71,4.18,0,7.22
FCW 1367,Poudre Below Rustic,PBR_042722,PBR,27-Apr-22,NORM,,12.66,,4.82,1.28,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88
FCW 1362,Poudre Above Joe Wright,PJW_042722,PJW,27-Apr-22,NORM,,2.52,,4.57,1.39,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2
FCW 1370,Poudre Above North Fork,PNF_042722,PNF,27-Apr-22,NORM,,27.81,,4.67,1.16,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12
FCW 1368,Poudre Below S. Fork,PSF_042722,PSF,27-Apr-22,NORM,,17.86,,4.92,1.26,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85
FCW 1388,Beaver,BEAV_051122,BEAV,11-May-22,NORM,,8.04,,3.99,1.21,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27
FCW 1393,Poudre South Fork,SFM_051322,SFM,13-May-22,NORM,,39.25,,4.23,0.86,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44
FCW 1394,JWC-Joe Wright @ Aspen Glen Campground,JWC_051622,JWC,16-May-22,NORM,,3.73,3.51,4.87,0.81,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11
FCW 1397,Poudre Below Rustic,PBR_051622,PBR,16-May-22,NORM,,113.86,1.29,5.09,0.96,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21
FCW 1400,Poudre at Bellvue Diversion,PBD_051622,PBD,16-May-22,NORM,,247.74,2.13,5.21,0.96,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1
FCW 1395,Poudre Above Joe Wright,PJW_051622,PJW,16-May-22,NORM,,14.9,1.02,5.19,1.04,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3
FCW 1399,Poudre Above North Fork,PNF_051622,PNF,16-May-22,NORM,,260.64,1.43,4.83,1.01,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45
FCW 1398,Poudre Below S. Fork,PSF_051622,PSF,16-May-22,NORM,,148.25,1.13,4.98,0.99,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98
FCW 1396,Sleeping Elephant,SLEP_051622,SLEP,16-May-22,NORM,,21.79,1.18,5.51,0.92,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88
FCW 1408,Beaver ,BEAV_052322,BEAV,23-May-22,NORM,,6.27,,3.8,1,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74
FCW 1422,JWC-Joe Wright @ Aspen Glen Campground,JWC_053122,JWC,31-May-22,NORM,,5.4,4.38,3.99,0.71,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4
FCW 1430,Poudre at Bellvue Diversion,PBD_053122,PBD,31-May-22,NORM,,95.1,0.82,3.96,0.56,7.47,429.34,59.18,4.03,0.01,0.82,1.9,5.61,0.03,1.17,1.47,0,5.33
FCW 1425,Poudre Below Rustic,PBR_053122,PBR,31-May-22,NORM,,38.3,0.96,4.06,0.6,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37
FCW 1423,Poudre Above Joe Wright,PJW_053122,PJW,31-May-22,NORM,,3.2,0.64,4.24,0.7,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35
FCW 1428,Poudre Above North Fork,PNF_053122,PNF,31-May-22,NORM,,21.31,0.87,3.98,0.56,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26
FCW 1429,Poudre Above North Fork,PNF_053122,PNF,31-May-22,BLANK,,0.09,,0.03,0,5.81,0.97,0.92,0.01,0.01,0,0.01,0.02,0,0.03,0.01,0,0.04
FCW 1426,Poudre Below S. Fork,PSF_053122,PSF,31-May-22,NORM,,24.4,1,3.96,0.57,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11
FCW 1427,Poudre Below S. Fork,PSF_053122,PSF,31-May-22,DUPLICATE,,21.1,,4.03,0.58,6.94,361.62,51.69,1.77,0.02,0.8,1.9,5.08,0.02,0.86,1.45,0,3.18
FCW 1424,Sleeping Elephant,SLEP_053122,SLEP,31-May-22,NORM,,3.8,2.02,4.13,0.61,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02
FCW 1447,Barnes Meadow Outflow,BMD_060122,BMD,1-Jun-22,NORM,,0.56,6.27,5.17,0.55,7.19,468.61,64.68,2,0.02,1.22,1,8.03,0.01,1.56,0.72,0,7.07
FCW 1446,Barnes Meadow Reservoir,BRNR_060122,BRNR,1-Jun-22,NORM,,1.31,3.93,5.13,0.45,7.29,455.23,64.41,1.98,0.02,1.22,1.23,8.01,0.01,1.58,0.15,0,7.01
FCW 1444,Chambers Inlet,CBRI_060122,CBRI,1-Jun-22,NORM,,2.74,0.35,3.19,0.41,7.26,399.35,52.17,1.82,0.03,0.84,1.33,6.1,0.06,1.13,1.11,0,3.2
FCW 1448,Chambers Reservoir,CBRR_060122,CBRR,1-Jun-22,NORM,,5.3,10.23,3.7,0.64,7.32,425.4,55.35,1.91,0.02,1.13,0.68,7.11,0.07,1.27,1.91,0,3.88
FCW 1449,Chambers Outflow,CHD_060122,CHD,1-Jun-22,NORM,,2.83,3.31,3.87,0.67,7.37,441.99,59.29,2.05,0.01,1.18,1.21,7.24,0.02,1.12,1.77,0,3.75
FCW 1450,Chambers Outflow,CHD_060122,CHD,1-Jun-22,DUPLICATE,,2.37,,3.8,0.62,7.29,428.74,58.33,2.08,0.01,1.14,1.22,7.05,0.02,1.13,1.85,0,3.85
FCW 1442,Joe Wright Inlet,JOEI_060122,JOEI,1-Jun-22,NORM,,0.1,0.11,3.22,0.24,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91
FCW 1443,Joe Wright Reservoir,JOER_060122,JOER,1-Jun-22,NORM,,0.99,,3.4,0.36,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91
FCW 1458,Beaver,BEAV_060622,BEAV,6-Jun-22,NORM,,4.04,,3.01,0.63,6.87,130.94,25.21,1.36,0,0.55,0.59,3.47,0.02,0.42,1.62,0,1.89
FCW 1466,Barnes Meadow Outflow,BMD_060722,BMD,7-Jun-22,NORM,,0.21,3.83,5.18,0.5,7.04,383.93,59.87,2.2,0.02,1.29,0.96,7.8,0.02,1.65,0.49,0,6.79
FCW 1467,Barnes Meadow Reservoir,BRNR_060722,BRNR,7-Jun-22,NORM,,2.6,4.82,4.98,0.47,7.27,427.77,64.08,2.11,0.02,1.29,1.31,8.2,0.02,1.62,0.14,0,6.89
FCW 1468,Barnes Meadow Reservoir,BRNR_060722,BRNR,7-Jun-22,DUPLICATE,,2.61,,4.96,0.45,7.29,424.29,64.81,2.14,0.01,1.28,1.29,8.2,0.02,1.59,0.12,0,6.9
FCW 1465,Chambers Inlet,CBRI_060722,CBRI,7-Jun-22,NORM,,15.14,1.82,3.32,0.47,7.14,333,48.13,1.9,0.03,0.8,1.28,6.05,0.06,1.09,1.08,0,3.05
FCW 1469,Chambers Reservoir,CBRR_060722,CBRR,7-Jun-22,NORM,,3.83,11.03,3.48,0.54,7.46,381.75,53.61,1.94,0.02,1.12,0.76,7.88,0.07,1.21,1.54,0,3.75
FCW 1470,Chambers Outflow,CHD_060722,CHD,7-Jun-22,NORM,,3.2,3.51,3.62,0.56,7.25,394.04,55.87,2,0.01,1.18,1.26,7.22,0.02,1.12,1.66,0,3.78
FCW 1463,Joe Wright Inlet,JOEI_060722,JOEI,7-Jun-22,NORM,,9.4,0.33,3.36,0.31,7.16,371.09,48.5,1.66,0.01,0.62,1.04,6.23,0.06,0.86,0.28,0,3.89
FCW 1464,Joe Wright Reservoir,JOER_060722,JOER,7-Jun-22,NORM,,0.85,8.71,3.22,0.37,7.05,375.68,49.65,1.6,0.02,0.72,1.34,5.98,0.03,1.12,0.63,0,2.9
FCW 1461,Poudre Below Rustic,PBR_060722,PBR,7-Jun-22,NORM,,37.17,,4.15,0.62,7.23,292.92,51.47,2.21,0.02,0.8,2,5.05,0.02,1.45,1.02,0,4.34
FCW 1462,Poudre Above Joe Wright,PJW_060722,PJW,7-Jun-22,NORM,,7.23,,4.49,0.67,6.98,212.99,32.2,1.33,0.02,0.7,0.66,3.87,0.02,0.37,0.69,0,2.23
FCW 1460,Poudre Below S. Fork,PSF_060722,PSF,7-Jun-22,NORM,,77.5,,4.04,0.62,7,360.72,49.71,1.78,0.02,0.79,1.89,4.99,0.02,0.81,1.44,0,3.02
FCW 1485,Barnes Meadow Outflow,BMD_061422,BMD,14-Jun-22,NORM,1.27,1.35,4.03,5.88,0.59,7.19,413.61,73.04,2.1,0.03,1.23,1.39,11.21,0.02,1.66,0.45,0,7.43
FCW 1486,Barnes Meadow Outflow,BMD_061422_BLANK,BMD,14-Jun-22,BLANK,,,,0.02,0.01,5.22,4.11,2.33,0.01,0,0.01,0,0.01,0,0.04,0.01,0,0.04
FCW 1487,Barnes Meadow Reservoir,BRNR_061422,BRNR,14-Jun-22,NORM,44.51,49.4,5.35,6.02,0.45,7.34,471.24,66.9,2.33,0.03,1.3,1.19,9.55,0.02,1.51,0.1,0,7.09
FCW 1484,Chambers Inlet,CBRI_061422,CBRI,14-Jun-22,NORM,75.41,81.67,2.95,3.67,0.42,7.19,302.16,54.94,2.24,0.05,1.29,2.06,8.03,0.04,1.07,0.83,0,2.77
FCW 1488,Chambers Reservoir,CBRR_061422,CBRR,14-Jun-22,NORM,254.31,262.71,7.55,3.4,0.43,7.26,310.82,35.76,1.38,0.02,0.85,0.79,6.54,0.04,0.77,1.01,0,2.82
FCW 1489,Chambers Outflow,CHD_061422,CHD,14-Jun-22,NORM,6.51,7.4,7.05,3.39,0.55,7.26,324.75,45.42,1.48,0.06,0.91,1.19,5.83,0.04,0.96,1.11,0,2.94
FCW 1482,Joe Wright Inlet,JOEI_061422,JOEI,14-Jun-22,NORM,7.89,9.59,0.02,3.89,0.45,7.12,255.33,39.21,1.63,0.01,1.01,1.09,4.83,0.05,0.73,0.73,0.24,2.9
FCW 1483,Joe Wright Reservoir,JOER_061422,JOER,14-Jun-22,NORM,4.51,5.1,2.53,3.29,0.34,7.14,387.05,54.41,2.15,0.07,1.26,1.22,7.73,0.03,0.9,0.81,0,2.67
FCW 1478,Long Draw Outlet,LNGO_061422,LNGO,14-Jun-22,NORM,,,1.73,4.2,0.59,7.1,201.25,35.54,0.93,0.01,0.59,0.99,5.02,0.1,0.19,0.73,0,4.21
FCW 1477,Long Draw Reservoir,LNGO_061422,LNGR,14-Jun-22,NORM,2.99,3.6,1.37,4.56,0.32,7.05,198.12,34.23,0.87,0.01,0.62,0.72,4.98,0.1,0.2,0.7,0,4.12
